Y,X,time,lat,lon,RR
4429500.0,5000500.0,2018-05-03,62.392517,23.1715,5.5
4429500.0,5001500.0,2018-05-03,62.39084,23.190426,5.6
4429500.0,5002500.0,2018-05-03,62.389156,23.209349,5.7
4429500.0,5003500.0,2018-05-03,62.38747,23.22827,5.9
4429500.0,5004500.0,2018-05-03,62.385784,23.24719,5.9
4429500.0,5005500.0,2018-05-03,62.384098,23.266108,6.0
4429500.0,5006500.0,2018-05-03,62.382404,23.285025,6.1
4429500.0,5007500.0,2018-05-03,62.38071,23.303938,6.3
4429500.0,5008500.0,2018-05-03,62.379017,23.32285,6.4
4429500.0,5009500.0,2018-05-03,62.37732,23.34176,6.5
4429500.0,5010500.0,2018-05-03,62.375618,23.360668,6.7
4429500.0,5011500.0,2018-05-03,62.373913,23.379574,6.8
4429500.0,5012500.0,2018-05-03,62.372208,23.398478,6.9
4429500.0,5013500.0,2018-05-03,62.370502,23.41738,7.2
4429500.0,5014500.0,2018-05-03,62.36879,23.43628,7.3
4429500.0,5015500.0,2018-05-03,62.367077,23.455177,7.5
4429500.0,5016500.0,2018-05-03,62.365364,23.474073,7.6
4429500.0,5017500.0,2018-05-03,62.363647,23.492968,7.7
4429500.0,5018500.0,2018-05-03,62.361927,23.51186,7.7
4429500.0,5019500.0,2018-05-03,62.360203,23.53075,7.8
4428500.0,5000500.0,2018-05-03,62.383694,23.167662,5.5
4428500.0,5001500.0,2018-05-03,62.382015,23.18658,5.6
4428500.0,5002500.0,2018-05-03,62.380333,23.2055,5.7
4428500.0,5003500.0,2018-05-03,62.37865,23.224417,5.9
4428500.0,5004500.0,2018-05-03,62.376965,23.243332,6.0
4428500.0,5005500.0,2018-05-03,62.375275,23.262243,6.1
4428500.0,5006500.0,2018-05-03,62.373585,23.281155,6.2
4428500.0,5007500.0,2018-05-03,62.37189,23.300062,6.3
4428500.0,5008500.0,2018-05-03,62.370193,23.31897,6.4
4428500.0,5009500.0,2018-05-03,62.3685,23.337875,6.7
4428500.0,5010500.0,2018-05-03,62.3668,23.356777,6.7
4428500.0,5011500.0,2018-05-03,62.365093,23.375677,6.8
4428500.0,5012500.0,2018-05-03,62.36339,23.394577,6.9
4428500.0,5013500.0,2018-05-03,62.361683,23.413473,7.1
4428500.0,5014500.0,2018-05-03,62.359974,23.43237,7.3
4428500.0,5015500.0,2018-05-03,62.35826,23.451262,7.5
4428500.0,5016500.0,2018-05-03,62.35655,23.470154,7.6
4428500.0,5017500.0,2018-05-03,62.35483,23.489042,7.7
4428500.0,5018500.0,2018-05-03,62.35311,23.507929,7.8
4428500.0,5019500.0,2018-05-03,62.35139,23.526814,7.8
4427500.0,5000500.0,2018-05-03,62.374866,23.163824,5.5
4427500.0,5001500.0,2018-05-03,62.373188,23.18274,5.6
4427500.0,5002500.0,2018-05-03,62.37151,23.201654,5.7
4427500.0,5003500.0,2018-05-03,62.369823,23.220566,5.8
4427500.0,5004500.0,2018-05-03,62.36814,23.239475,6.0
4427500.0,5005500.0,2018-05-03,62.36645,23.258383,6.1
4427500.0,5006500.0,2018-05-03,62.36476,23.277288,6.1
4427500.0,5007500.0,2018-05-03,62.363068,23.29619,6.3
4427500.0,5008500.0,2018-05-03,62.361374,23.315092,6.6
4427500.0,5009500.0,2018-05-03,62.359676,23.333992,6.7
4427500.0,5010500.0,2018-05-03,62.35798,23.35289,6.7
4427500.0,5011500.0,2018-05-03,62.356277,23.371786,6.8
4427500.0,5012500.0,2018-05-03,62.354572,23.390678,7.0
4427500.0,5013500.0,2018-05-03,62.352863,23.40957,7.2
4427500.0,5014500.0,2018-05-03,62.351154,23.428461,7.3
4427500.0,5015500.0,2018-05-03,62.349445,23.44735,7.4
